time,actual_x,actual_y,actual_z,expected_x,expected_y,expected_z
60436,2.422960042953491,3.4342193603515625,-0.0818995013833046,0.0,0.0,0.0
60536,2.4357986450195312,3.4397544860839844,-0.08295232057571411,0.0,0.0,0.0
60636,2.412476062774658,3.427065372467041,-0.08074785023927689,0.0,0.0,0.0
60736,2.41666579246521,3.4296579360961914,-0.08436065912246704,0.0,0.0,0.0
60836,2.4135310649871826,3.4329681396484375,-0.0812697485089302,0.0,0.0,0.0
60936,2.4111125469207764,3.429888963699341,-0.07884678989648819,0.0,0.0,0.0
61036,2.414191484451294,3.4372456073760986,-0.07937910407781601,0.0,0.0,0.0
61136,2.4096643924713135,3.4359893798828125,-0.08025982975959778,0.0,0.0,0.0
61236,2.4113693237304688,3.4388835430145264,-0.07853183895349503,0.0,0.0,0.0
61336,2.4038801193237305,3.440131902694702,-0.08088596165180206,0.0,0.0,0.0
61436,2.4011919498443604,3.4407036304473877,-0.08017571270465851,2.4065842628479004,3.4401333332061768,-0.08180586993694305
61536,2.389298439025879,3.439723253250122,-0.08111556619405746,2.4065842628479004,3.4401333332061768,-0.08117812126874924
61636,2.3804895877838135,3.4395179748535156,-0.07896799594163895,2.4065842628479004,3.4401333332061768,-0.07862890511751175
61736,2.3803865909576416,3.437750816345215,-0.08122073858976364,2.4065842628479004,3.4401333332061768,-0.07245099544525146
61836,2.3749048709869385,3.438582181930542,-0.07670421898365021,2.4065842628479004,3.4401333332061768,-0.06094843149185181
61936,2.3624589443206787,3.4320712089538574,-0.08046308159828186,2.4065842628479004,3.4401333332061768,-0.04271135851740837
62036,2.3619229793548584,3.43271803855896,-0.08106312155723572,2.4065842628479004,3.4401333332061768,-0.016813885420560837
62136,2.3595540523529053,3.4323580265045166,-0.07373186945915222,2.4065842628479004,3.4401333332061768,0.017084363847970963
62236,2.3589534759521484,3.434722900390625,-0.07054205983877182,2.4065842628479004,3.4401333332061768,0.05870571359992027
62336,2.3697776794433594,3.4426722526550293,-0.06254248321056366,2.4065842628479004,3.4401333332061768,0.10716823488473892
62436,2.390418529510498,3.4466679096221924,-0.05154688283801079,2.4065842628479004,3.4401333332061768,0.1610516756772995
62536,2.431743860244751,3.4489362239837646,-0.05412119999527931,2.4065842628479004,3.4401333332061768,0.21855054795742035
62636,2.4811296463012695,3.4405763149261475,-0.059127580374479294,2.4065845012664795,3.4401333332061768,0.2775716483592987
62736,2.519791603088379,3.4263949394226074,-0.05852080509066582,2.4065845012664795,3.4401333332061768,0.33588629961013794
62836,2.551487684249878,3.4074859619140625,-0.03814763203263283,2.4065845012664795,3.4401333332061768,0.39136072993278503
62936,2.5741665363311768,3.3923802375793457,-0.002578851068392396,2.4065845012664795,3.4401330947875977,0.4420444369316101
63036,2.574552297592163,3.3787214756011963,0.03247690573334694,2.4065845012664795,3.4401330947875977,0.4863515794277191
63136,2.549381971359253,3.3642332553863525,0.08169017732143402,2.4065845012664795,3.4401330947875977,0.5232078433036804
63236,2.5000762939453125,3.3568596839904785,0.1382308453321457,2.4065845012664795,3.4401330947875977,0.5520967245101929
63336,2.4568045139312744,3.3611555099487305,0.1976521909236908,2.4065845012664795,3.4401330947875977,0.5731242895126343
63436,2.4144175052642822,3.364734649658203,0.26954615116119385,2.4065845012664795,3.4401328563690186,0.5870075821876526
63536,2.3744843006134033,3.3827414512634277,0.3389364778995514,2.4065845012664795,3.4401328563690186,0.5949905514717102
63636,2.352670669555664,3.3987395763397217,0.4183819890022278,2.4065842628479004,3.4401326179504395,0.5986913442611694
63736,2.3601086139678955,3.388368606567383,0.48731371760368347,2.4065840244293213,3.4401323795318604,0.5998534560203552
63836,2.3815011978149414,3.37729549407959,0.5483792424201965,2.406583786010742,3.4401321411132812,0.5999988317489624
63936,2.3972384929656982,3.3601016998291016,0.5969828367233276,2.406583786010742,3.4401321411132812,0.5999996662139893
64036,2.4086413383483887,3.350267171859741,0.6432368159294128,2.406583786010742,3.4401321411132812,0.5999996662139893
64136,2.4245519638061523,3.3440873622894287,0.6683756113052368,2.406583786010742,3.4401321411132812,0.5999996662139893
64236,2.4340860843658447,3.348280906677246,0.6842681169509888,2.406583786010742,3.4401321411132812,0.5999996662139893
64336,2.4553353786468506,3.3630211353302,0.6749259233474731,2.406583786010742,3.4401321411132812,0.5999996662139893
64436,2.475240468978882,3.3748719692230225,0.6648501753807068,2.406583786010742,3.4401321411132812,0.5999996662139893
64536,2.489513635635376,3.3868227005004883,0.6407806873321533,2.406583786010742,3.4401321411132812,0.5999996662139893
64636,2.4891650676727295,3.404975652694702,0.5939005613327026,2.406583786010742,3.4401321411132812,0.5999996662139893
64736,2.4789748191833496,3.4272608757019043,0.5670629739761353,2.406583786010742,3.4401321411132812,0.5999996662139893
64836,2.478778839111328,3.432396650314331,0.5270276069641113,2.406583786010742,3.4401321411132812,0.5999996662139893
64936,2.4772839546203613,3.4268147945404053,0.49023017287254333,2.4065635204315186,3.440110921859741,0.5999996662139893
65036,2.4782676696777344,3.413372755050659,0.46387967467308044,2.4061849117279053,3.43971848487854,0.5999996662139893
65136,2.482109785079956,3.3954062461853027,0.45808669924736023,2.4045515060424805,3.4380247592926025,0.5999996662139893
65236,2.4915661811828613,3.3821730613708496,0.47461286187171936,2.4004249572753906,3.4337453842163086,0.5999996662139893
65336,2.4855997562408447,3.3886098861694336,0.5086351633071899,2.3924522399902344,3.4254777431488037,0.5999996662139893
65436,2.4823431968688965,3.3839595317840576,0.5386706590652466,2.3793532848358154,3.4118940830230713,0.5999996662139893
65536,2.497328042984009,3.3742384910583496,0.5834153890609741,2.360058546066284,3.391885280609131,0.5999996662139893
65636,2.5106372833251953,3.356865167617798,0.6216787099838257,2.333803415298462,3.3646585941314697,0.599999725818634
65736,2.5178568363189697,3.343245506286621,0.653927743434906,2.300198793411255,3.329810380935669,0.599999725818634
65836,2.5327000617980957,3.3159079551696777,0.6688540577888489,2.2592406272888184,3.287336587905884,0.599999725818634
65936,2.548675775527954,3.2756834030151367,0.6559322476387024,2.2113211154937744,3.2376437187194824,0.599999725818634
66036,2.5470938682556152,3.2368743419647217,0.6456288695335388,2.1572344303131104,3.1815555095672607,0.5999997854232788
66136,2.524733781814575,3.199765920639038,0.6402995586395264,2.0980801582336426,3.1202123165130615,0.5999997854232788
66236,2.481999397277832,3.166680335998535,0.6281552314758301,2.03523325920105,3.055039644241333,0.5999998450279236
66336,2.4134998321533203,3.135056734085083,0.6192065477371216,1.9702630043029785,2.9876651763916016,0.5999998450279236
66436,2.3336808681488037,3.106611490249634,0.6191642880439758,1.9048550128936768,2.91983699798584,0.5999999046325684
66536,2.2482986450195312,3.071560859680176,0.6224674582481384,1.8407028913497925,2.8533108234405518,0.5999999046325684
66636,2.150486469268799,3.0406501293182373,0.6273379921913147,1.779453992843628,2.789795398712158,0.5999999642372131
66736,2.0599000453948975,3.0097098350524902,0.6259196996688843,1.7225757837295532,2.7308127880096436,0.5999999642372131
66836,1.9696247577667236,2.9669687747955322,0.628028392791748,1.6713566780090332,2.6776981353759766,0.6000000238418579
66936,1.883301854133606,2.930105686187744,0.6378052234649658,1.626707911491394,2.631397008895874,0.6000000238418579
67036,1.8081529140472412,2.8923017978668213,0.6429539322853088,1.5892646312713623,2.592569589614868,0.6000000834465027
67136,1.7374608516693115,2.8561558723449707,0.6598158478736877,1.5592259168624878,2.561417818069458,0.6000000834465027
67236,1.6970350742340088,2.8095924854278564,0.666344165802002,1.5363954305648804,2.5377438068389893,0.6000000834465027
67336,1.6674885749816895,2.7508809566497803,0.6799849271774292,1.5202043056488037,2.5209522247314453,0.6000000834465027
67436,1.651764988899231,2.7019150257110596,0.6795796155929565,1.5097242593765259,2.5100860595703125,0.6000000834465027
67536,1.6364690065383911,2.6607086658477783,0.6881198883056641,1.5042122602462769,2.504369020462036,0.6000000238418579
67636,1.631201982498169,2.63438081741333,0.6829521059989929,1.5011881589889526,2.5012333393096924,0.6000000238418579
67736,1.6230837106704712,2.6114795207977295,0.683282732963562,1.5001623630523682,2.5001704692840576,0.5999999642372131
67836,1.6229679584503174,2.599031448364258,0.6825149655342102,1.5000005960464478,2.4999988079071045,0.5999999046325684
67936,1.620527982711792,2.5959105491638184,0.6783056855201721,1.4999936819076538,2.4999983310699463,0.5999999046325684
68036,1.6147640943527222,2.5936391353607178,0.6738911271095276,1.4999936819076538,2.4999983310699463,0.5999999046325684
68136,1.6026793718338013,2.5886142253875732,0.673454761505127,1.4999936819076538,2.4999983310699463,0.5999999046325684
68236,1.5852688550949097,2.5754687786102295,0.6705354452133179,1.4999936819076538,2.4999983310699463,0.5999999046325684
68336,1.566768765449524,2.56455659866333,0.6640845537185669,1.4999936819076538,2.4999983310699463,0.5999999046325684
68436,1.5447033643722534,2.5419528484344482,0.6592943668365479,2.6636099815368652,2.5,0.6000000834465027
68536,1.523681640625,2.5152080059051514,0.6493669748306274,2.6971614360809326,2.5810396671295166,0.6000000238418579
68636,1.5173742771148682,2.486241340637207,0.6360047459602356,2.6885242462158203,2.664914131164551,0.6000000238418579
68736,1.5388528108596802,2.46506667137146,0.6301051378250122,2.6740434169769287,2.747833728790283,0.6000000238418579
68836,1.604170560836792,2.4637022018432617,0.6180189847946167,2.6538825035095215,2.8291656970977783,0.6000000238418579
68936,1.6972825527191162,2.489379644393921,0.6222864389419556,2.6279520988464355,2.9093096256256104,0.6000000238418579
69036,1.8155512809753418,2.5375783443450928,0.6417655944824219,2.596499443054199,2.9873430728912354,0.6000000238418579
69136,1.941683292388916,2.6044955253601074,0.6681302785873413,2.5597031116485596,3.0629005432128906,0.6000000238418579
69236,2.0643701553344727,2.6794352531433105,0.7076945900917053,2.5178370475769043,3.1354663372039795,0.6000000238418579
69336,2.1756789684295654,2.758303642272949,0.7517463564872742,2.470757484436035,3.2053005695343018,0.6000000238418579
69436,2.2689459323883057,2.8329198360443115,0.7859852313995361,2.4191529750823975,3.271350145339966,0.6000000238418579
69536,2.3422014713287354,2.8963236808776855,0.8109171390533447,2.3628807067871094,3.333836793899536,0.6000000238418579
69636,2.383129596710205,2.9570679664611816,0.8200839757919312,2.302447557449341,3.3921430110931396,0.6000000238418579
69736,2.391740083694458,3.0087475776672363,0.8177074193954468,2.238036632537842,3.446117639541626,0.6000000238418579
69836,2.3665292263031006,3.052504062652588,0.8087522983551025,2.170027017593384,3.4954352378845215,0.6000000238418579
69936,2.31915545463562,3.0933432579040527,0.7909042239189148,2.098586320877075,3.5399739742279053,0.6000000238418579
70036,2.2501423358917236,3.130815267562866,0.7664835453033447,2.024585723876953,3.5791895389556885,0.6000000238418579
70136,2.173341989517212,3.1714658737182617,0.7390525341033936,1.9475226402282715,3.613367795944214,0.6000000238418579
70236,2.1003899574279785,3.2191312313079834,0.7183673977851868,1.8686153888702393,3.6419239044189453,0.6000000238418579
70336,2.0370593070983887,3.27021861076355,0.6944235563278198,1.787848949432373,3.6649081707000732,0.6000000238418579
70436,1.9789683818817139,3.3140950202941895,0.6685524582862854,1.7056126594543457,3.6821906566619873,0.6000000238418579
70536,1.9244710206985474,3.363632917404175,0.6539598107337952,1.6223132610321045,3.6936981678009033,0.6000000238418579
70636,1.8732997179031372,3.415677309036255,0.6453086137771606,1.5383352041244507,3.699345111846924,0.6000000238418579
70736,1.826736569404602,3.46608304977417,0.631164014339447,1.459572196006775,3.6991119384765625,0.5999999642372131
70836,1.7752997875213623,3.51017165184021,0.6134990453720093,1.3768929243087769,3.6934237480163574,0.6000000834465027
70936,1.7320080995559692,3.5428974628448486,0.6010096669197083,1.29335618019104,3.6818416118621826,0.5999999642372131
71036,1.6814277172088623,3.5606608390808105,0.6007546782493591,1.2106949090957642,3.66438627243042,0.5999999642372131
71136,1.6183083057403564,3.5748069286346436,0.6104627251625061,1.1300060749053955,3.64131236076355,0.5999999642372131
71236,1.528972864151001,3.5919370651245117,0.622855544090271,1.0511285066604614,3.6126465797424316,0.5999999642372131
71336,1.44102942943573,3.6018731594085693,0.6395851969718933,0.9751407504081726,3.5788581371307373,0.6000000834465027
71436,1.3289403915405273,3.6154379844665527,0.659395158290863,0.9006692171096802,3.539341926574707,0.5999999642372131
71536,1.2242202758789062,3.616224527359009,0.6677772998809814,0.8295624852180481,3.494952440261841,0.5999999642372131
71636,1.1365541219711304,3.616377830505371,0.6728932857513428,0.7616241574287415,3.4456276893615723,0.5999999642372131
71736,1.0599665641784668,3.608835458755493,0.6638574600219727,0.6971946358680725,3.3915865421295166,0.5999999642372131
71836,0.9985471367835999,3.6026833057403564,0.6405072808265686,0.6364436745643616,3.3328981399536133,0.5999999642372131
71936,0.9414324164390564,3.5855185985565186,0.621127188205719,0.5802972912788391,3.270458936691284,0.5999999642372131
72036,0.9039589166641235,3.56436824798584,0.6137202978134155,0.5285682082176208,3.204131841659546,0.5999999642372131
72136,0.8737292289733887,3.535674810409546,0.6121611595153809,0.48178112506866455,3.1345903873443604,0.5999999642372131
72236,0.8478325605392456,3.490403652191162,0.6216695308685303,0.4398505687713623,3.0617475509643555,0.5999999642372131
72336,0.8128674030303955,3.431527614593506,0.6338346004486084,0.40356385707855225,2.9870705604553223,0.6000000834465027
72436,0.7687237858772278,3.3632612228393555,0.6410039663314819,0.37201863527297974,2.9087672233581543,0.5999999642372131
72536,0.7188369631767273,3.287592649459839,0.642731249332428,0.34604835510253906,2.8284239768981934,0.5999999642372131
72636,0.6607570648193359,3.205256462097168,0.6521037817001343,0.3258647918701172,2.7467520236968994,0.5999999642372131
72736,0.6082394123077393,3.129850149154663,0.6479639410972595,0.31147193908691406,2.6639668941497803,0.5999999642372131
72836,0.5597760677337646,3.0541841983795166,0.6507600545883179,0.3029348850250244,2.58066725730896,0.5999999642372131
72936,0.5177233219146729,2.9812915325164795,0.6522372961044312,0.3002147078514099,2.496307611465454,0.5999999642372131
73036,0.4814518094062805,2.911740779876709,0.6512462496757507,0.30340808629989624,2.412447690963745,0.5999999642372131
73136,0.4563988745212555,2.8445496559143066,0.6363320350646973,0.31245943903923035,2.328994035720825,0.5999999642372131
73236,0.4389907717704773,2.7750141620635986,0.6195120811462402,0.32728490233421326,2.246577262878418,0.5999999642372131
73336,0.42814162373542786,2.7036924362182617,0.6139175891876221,0.3479015827178955,2.165104389190674,0.5999999642372131
73436,0.4241642653942108,2.631608724594116,0.6045767664909363,0.3741883337497711,2.0852210521698,0.5999999642372131
73536,0.4224998950958252,2.5536437034606934,0.6011868715286255,0.40595951676368713,2.0074844360351562,0.5999999642372131
73636,0.41258031129837036,2.45538067817688,0.6239181160926819,0.443232923746109,1.9318773746490479,0.5999999642372131
73736,0.39976534247398376,2.3488245010375977,0.6533793807029724,0.48557189106941223,1.8593313694000244,0.5999999642372131
